Temperature ( K ),density ( kg/m 3 ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,,,,,,,,,,,,
298.15,826.38,0.27,Liquid-Gas,Experimental,NIST,Authors: Domanska, U.,Krolikowska, M. Title: Density and Viscosity of Binary Mixtures of {1-Butyl-3-methylimidazolium Thiocyanate + 1-Heptanol, 1-Octanol, 1-Nonanol, or 1-Decanol} Citation: J. Chem. Eng. Data,2010,55, 2994-3004,,,,,,,,,,,,
298.15,826.03,0.14,Liquid-Gas,Experimental,NIST,Authors: Domanska, U.,Laskowska, M. Title: Phase Equilibria and Volumetric Properties of (1-Ethyl-3-Methylimidazolium Ethylsulfate+Alcohol orWater) Binary Systems Citation: J. Solution Chem.,2008,37, 1271-1287,,,,,,,,,,,,,,,
298.15,826.38,1.01,Liquid-Gas,Experimental,NIST,Authors: Domanska, U.,Lukoshko, E. V.,Szydlowski, J. Title: Phase behaviour of tricyanomethanide-based ionic liquids with alcohols and hydrocarbons Citation: Fluid Phase Equilib.,2015,387, 18-23,,,,,,,,,,,,,
298.15,826.489,0.157,Liquid-Gas,Experimental,NIST,Authors: Dubey, G. P.,Kaur, P. Title: Thermodynamic and spectral studies of molecular interactions in binary liquid mixtures of 1-butoxy-2- propanol with 1-alcohols Citation: J. Chem. Eng. Data,2015,60, 2232-2239,,,,,,,,,,,,,,,
298.15,826.489,0.24,Liquid-Gas,Experimental,NIST,Authors: Dubey, G. P.,Kaur, P. Title: Thermodynamic, transport and excess properties of 2-butoxy ethanol +1-alkanol (C6,C8,C10) at different temperatures Citation: J. Chem. Thermodyn.,2013,64, 239-248,,,,,,,,,,,,
298.15,826.47,0.139,Liquid-Gas,Experimental,NIST,Authors: Dubey, G. P.,Kumar, K. Title: Studies of thermophysical properties of binary liquid mixtures of amine and alcohols at various temperatures Citation: J. Chem. Thermodyn.,2012,50, 7-14,,,,,,,,,,,,,,,
298.15,826.407,0.237,Liquid-Gas,Experimental,NIST,Authors: Dubey, G. P.,Kumar, R. Title: Densities, speeds of sound and viscosities of binary mixtures of tetrahydrofuran with 1-hexanol, 1-octanol and 1-decanol at T = (298.15 to 313.15) K Citation: J. Chem. Thermodyn.,2014,71, 27-36,,,,,,,,,,,,,
298.15,826.45,0.145,Liquid-Gas,Experimental,NIST,Authors: El-Hefnawy, M.,Sameshima, K.,Matsushita, T.,Tanaka, R. Title: Apparent Dipole Moments of 1-Alkanols in Cyclohexane and n-Heptane, and Excess Molar Volumes of (1-Alkanol + Cyclohexane or n-Heptane) at 298.15 K Citation: J. Solution Chem.,2005,34, 43-69,,,,,,,,,,
298.15,826.421,0.267,Liquid-Gas,Experimental,NIST,Authors: El-Hefnawy, M.,Tananka, R. Title: Density and Relative Permittivity for 1-Alkanols + Dodecane at 298.15 K Citation: J. Chem. Eng. Data,2005,50, 1651-1656,,,,,,,,,,,,,,,
298.15,826.5,1.2,Liquid-Gas,Experimental,NIST,Authors: Faria, M. A. F.,Martins, R. J.,Cardoso, M. J. E. M.,Barcia, O. E. Title: Density and Viscosity of the Binary Systems Ethanol + Butan-1-ol, + Pentan-1-ol, + Heptan-1-ol, + Octan-1-ol, Nonan-1-ol, + Decan-1-ol at 0.1 MPa and Temperatures from 283.15 K to 313.15 K Citation: J. Chem. Eng. Data,2013,58, 3405-3419,,,,,,
298.15,826.15,0.24,Liquid-Gas,Experimental,NIST,Authors: Garcia, B.,Hoyuelos, F. J.,Alcalde, R.,Lea, J. M. Title: Molar excess volumes of binary liquid   mixtures: 2-pyrrolidinone with C,-C,,   n-a1 kanols Citation: Can. J. Chem.,1996,74, 121-127,,,,,,,,
298.15,826.198,0.536,Liquid-Gas,Experimental,NIST,Authors: Gonzalez, J. A.,Mozo, I.,Garcia de la Fuente, I.,Cobos, J. C.,Riesco, N. Title: Thermodynamics of (1-alkanol + linear monoether) systems Citation: J. Chem. Thermodyn.,2008,40, 1495-1508,,,,,,,,,
298.15,826.15,0.88,Liquid-Gas,Experimental,NIST,Authors: Hoyuelos, F. J.,Garcia, B.,Alcalde, R.,Ibeas, S.,Leal, J. M. Title: Shear viscosities of binary mixtures of pyrrolidin-2-one with C6-C10 n-alkan-1-ols Citation: J. Chem. Soc., Faraday Trans.,1996,92, 219-225,,,,,,,,
298.15,825.69,4.85,Liquid-Gas,Experimental,NIST,Authors: Kimura, T.,Matsushita, T.,Kamiyama, T. Title: Enthalpies of solution of aliphatic compounds in dimethyl sulfoxide Citation: Thermochim. Acta,2004,416, 129-134,,,,,,,,,,,,,
298.15,826.5,3.8,Liquid-Gas,Experimental,NIST,Authors: Klofutar, C.,Nemec, T. Title: Apparent Molar Volumes and Expansibilities of 1Octanol, 1-Nonanol, and 1-Decanol in Dilute Cyclohexane Solutions Citation: J. Solution Chem.,1996,25, 1151-1162,,,,,,,,,,,,,
298.15,827,1,Liquid-Gas,Experimental,NIST,Authors: Liew, K. Y.,Seng, C. E.,Ng, B. H. Title: Molar volumes of n-alcohols from 15 to 80 C Citation: J. Solution Chem.,1992,21, 1177-83,,,,,,,,,,,,,
298.15,826.42,0.18,Liquid-Gas,Experimental,NIST,Authors: Ortega, J.,Chaar, M.,Placido, J. Title: Excess enthalpies of 72 binary liquid mixtures of methyl n-alkanoates (C4 - C16) + alkan-1-ols (C2 - C10) at 298.15 K Citation: ELDATA: The International Electronic Journal of Physico-Chemical Data,1995,1, 139-166,,,,,,,,,,,,,
298.15,826.9,0.17,Liquid-Gas,Experimental,NIST,Authors: Paljk, S.,Klofutar, C.,Domanska, U. Title: Heats of solution of 1-nonanol, 1-decanol and 1-undecanol in cyclohexane at 298.15 K and 308.15 K Citation: Thermochim. Acta,1990,164, 211-25,,,,,,,,,,,,
298.15,826.58,0.24,Liquid-Gas,Experimental,NIST,Authors: Paramo, R.,Gonzalez, J. A.,de la Fuente, I. G.,Casanova, C.,Cobos, J. C. Title: Thermodynamics of mixtures containing amines. XVI. CE pm of 1-butanol, 1-octanol or 1-decanol + benzylamine systems at (298.15,308.15, 318.15 and 333.15) K Citation: Thermochim. Acta,2015,600, 110-115,,,,,,
298.15,826.44,0.24,Liquid-Gas,Experimental,NIST,Authors: Pineiro, A.,Brocos, P.,Amigo, A.,Pintos, M.,Bravo, R. Title: Refractive Indexes of Binary Mixtures of Tetrahydrofuran with l-Alkanols at 25deg C and Temperature Dependence of nand p for the Pure Liquids Citation: J. Solution Chem.,2002,31, 369-380,,,,,,,,,
298.15,826.424058894,5.00523107773,Liquid-Gas,Experimental,NIST,Authors: Pineiro, A.,Brocos, P.,Bravo, R.,Amigo, A. Title: A comprehensive approach to the surface tension of binary liquid mixtures Citation: Fluid Phase Equilib.,2001,182, 337-352,,,,,,,,,,,
298.15,826.29,0.43,Liquid-Gas,Experimental,NIST,Authors: Rilo, E.,Freire, S.,Segade, Luisa,Cabeza, Oscar,Franjo, C.,Jimenez, E. Title: Surface tensions, densities and refractive indexes of mixtures of dibutyl ether and 1-alkanol at T=298.15 K Citation: J. Chem. Thermodyn.,2003,35, 839-850,,,,,,
298.15,826.58,0.24,Liquid-Gas,Experimental,NIST,Authors: Sanz, L. F.,Gonzalez, J. A.,de la Fuente, I. G.,Cobos, J. C. Title: Thermodynamics of mixtures with strongly negative deviations from Raoult s law. XII. Densities, viscosities and refractive indices at T = (293.15 to 303.15) K for (1-heptanol, or 1-decanol + cyclohexylamine) systems. Application of the ERAS model to (1-alkanol + cyclohexylamine) mixtures Citation: J. Chem. Thermodyn.,2015,80, 161-171,,,,,,,,,
298.15,826.5,0.2,Liquid-Gas,Experimental,NIST,Authors: Sastry, N. V.,Valand, M. K. Title: Densities, Viscosities, and Relative Permittivities for Pentane + 1-Alcohols (C1 to C12) at 298.15 K Citation: J. Chem. Eng. Data,1998,43, 152-157,,,,,,,,,,,,,
