Temperature ( K ),vapor pressure ( kPa ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,
320.387822,73.327,0.8,Liquid-Gas,Experimental - Rejected,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: A study of liquid-vapor equilibrium in the acetone-methanol and acetone- cyclohexane systems at temperatures of 25,45, and 55 degrees and a pressure of 760mm Hg. Citation: Zh. Prikl. Khim. (Leningrad),1965,38,378,,,
320.42781,73.061,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
320.62775,73.9273,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
320.6557996,74.93117,0.37597,Liquid-Gas,Experimental,NIST,Authors: Kraus, J.;Linek, J. Title: Liquid-vapor equilibrium. XLVIII. The systems acetone-benzene, acetone-toluene, benzene-methyl ethyl ketone, methyl ethyl ketone-toluene and methyl ethyl ketone-ethylbenzene Citation: Collect. Czech. Chem. Commun.,1971,36,2547,,
321.48,77.11,0.28,Liquid-Gas,Experimental,NIST,Authors: Segura, H.;Mejia, A.;Reich, R.;Wisniak, J.;Loras, S. Title: ISOBARIC VAPOR LIQUID EQUILIBRIA AND DENSITIES FOR THE BINARY SYSTEMS OXOLANEpETHYL 1,1-DIMETHYLETHYL ETHER, OXOLANEp2-PROPANOL AND PROPAN-2-ONEpTRICHLOROMETHANE Citation: Phys. Chem. Liq.,2003,41, 283-301
322.52718,79.1268,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
322.62715,79.5268,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
322.697129,79.993,0.8,Liquid-Gas,Experimental - Rejected,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: A study of liquid-vapor equilibrium in the acetone-methanol and acetone- cyclohexane systems at temperatures of 25,45, and 55 degrees and a pressure of 760mm Hg. Citation: Zh. Prikl. Khim. (Leningrad),1965,38,378,,,
322.92706,79.9268,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
323.08,81.8,0.4,Liquid-Gas,Experimental,NIST,Authors: Kim, Y.;Uusi-Kyyny, P.;Pokki, J. -P.;Pakkanen, M.;Multala, R.;Westerlund, L. M.;Aittamaa, J. Title: Isothermal vapour?liquid equilibrium measurements for six binary systems of C4 hydrocarbons + 2-propanone Citation: Fluid Phase Equilib.,2004,226, 173-181
323.127,82.5265,16.532,Liquid-Gas,Experimental,NIST,Authors: Schmidt, G. C. Title: Binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1926,121, 221-53,,,,,
323.127,81.1984,0.039997,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mueller, C. R.;Kearns, E. R. Title: Thermodynamic Studies of the System Acetone and Chloroform Citation: J. Phys. Chem.,1958,62, 1441-5,,,,,
323.127,80.66,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schreinemakers, F. A. H. Title: Vapor pressures in the system: water, acetone and phenol. I. Citation: Z. Phys. Chem. (Leipzig),1902,39,485,,,,,
323.137055,81.976,0.44,Liquid-Gas,Experimental,NIST,Authors: Abbott, M. M.;Van Ness, H. C. Title: Vapor-liquid lequilibrium: part 3. data reduction with precise expressions for gE Citation: AIChE J.,1975,21,62,,,,,
323.137055,81.98707709,0.091726,Liquid-Gas,Experimental,NIST,Authors: DiElsi, D. P.;Patel, R. B.;Abbott, M. M.;Van Ness, H. C. Title: Excess Thermodynamic Functions for Ternary Systems. 3. Total Pressure Data and GE for Acetone-Acetonitrile-Methyl Acetate at 50 deg C c Citation: J. Chem. Eng. Data,1978,23, 242-5,,,
323.137055,81.01515302,0.090526,Liquid-Gas,Experimental - Rejected,NIST,Authors: DiElsi, D. P.;Patel, R. B.;Abbott, M. M.;Van Ness, H. C. Title: Excess Thermodynamic Functions for Ternary Systems. 3. Total Pressure Data and GE for Acetone-Acetonitrile-Methyl Acetate at 50 deg C c Citation: J. Chem. Eng. Data,1978,23, 242-5,,,
323.15,80.14,0.81,Liquid-Gas,Experimental - Rejected,NIST,Authors: Gorbunov, A. N. Citation: Zh. Fiz. Khim.,1999,73,138,,,,,,
323.376925,101.325,1.519875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Lecat, M. Title: Orthobaric Azeotropes of Sulfides Citation: Bull. Cl. Sci. Acad. R. Belg.,1947,33, 160-82,,,,,,
323.42691,81.9799,0.38663,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mathews, J. H. Title: The Accurate Measurement of Heats of Vaporization of Liquids Citation: J. Am. Chem. Soc.,1926,48, 562-576,,,,,,
323.52688,80.17474,0.28131,Liquid-Gas,Experimental - Rejected,NIST,Authors: Felsing, W. A.;Durban, S. A. Title: The vapor pressures, densities, and some derived quantities for acetone Citation: J. Am. Chem. Soc.,1926,48,2885,,,
324.62655,85.393,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
324.636605,86.66,0.87,Liquid-Gas,Experimental,NIST,Authors: Francesconi, R.;Comelli, F.;Canepa, R. Title: Liquid-vapour equilibrium with association of components the acetic acid + acetone and water + pyridine mixtures Citation: Chim. Ind. (Milan, Italy),1974,56,485,,,
324.72652,85.6596,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
324.82649,85.993,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
325.1264,86.66,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
325.306404,88.536,0.064,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S.;Townsend, R. Title: Thermodynamic Properties of Organic Oxygen Compounds XXXIII. The Vapor Pressure of Acetone Citation: J. Chem. Thermodyn.,1974,6,693,,,,
326.1261,101.325,5.06625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kornblum, N.;Blackwood. R. K.;Mooberry, D. D. Citation: J. Am. Chem. Soc.,1956,78,1501,,,,,
327.02583,92.7257,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
327.1258,92.9924,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
327.15,101.32,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Savescu, V.;Cioroianu, D.;Ionescu, I.;Simoiu, L. Title: Liquid-vapor equilibrium in binary systems of crotonaldehyde with acetone and acetic acid Citation: Rev. Chim. (Bucharest),1991,42, 402-5,,,
327.16,94,0.2,Liquid-Gas,Experimental,NIST,Authors: Mejia, A.;Segura, H.;Cartes, M.;Cifuentes, L.;Flores, M. Title: Phase equilibria and interfacial tensions in the systems methyl tert-butyl ether + acetone + cyclohexane, methyl tert-butyl ether + acetone and methyl tert-butyl ether + cyclohexane Citation: Fluid Phase Equilib.,2008,273, 68-77,
327.175785,92.9924,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
327.22577,93.1257,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
327.32574,93.326,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
327.62565,95.8254,2.395635,Liquid-Gas,Experimental,NIST,Authors: Clusius, K.;Ringer, W. Title: Partial miscibility in the system acetone + carbon disulphide Citation: Z. Phys. Chem. Abt. A,1940,187,186,,,,,
328.195479,94.36557,0.31864,Liquid-Gas,Experimental - Rejected,NIST,Authors: Felsing, W. A.;Durban, S. A. Title: The vapor pressures, densities, and some derived quantities for acetone Citation: J. Am. Chem. Soc.,1926,48,2885,,,
328.22547,98.8985,1.4834775,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Faust, O. Citation: Z. Phys. Chem. (Leipzig),1914,89,235,,,,,
328.22547,98.9,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Faust, O. Title: The vapour pressure of acetone + chloroform mixtures as a function of temperature Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1915,89,235,,,,
328.475395,98.6583,1.4798745,Liquid-Gas,Experimental,NIST,Authors: Loiseleur, H.;Merlin, J. C.;Paris, R. A. Title: Boiling point and dew point diagrams (under 740 mm) of the systems acetone + carbon sulfide, acetone + tetrachloroethylene, and cyclopentanone + carbon sulfide Citation: J. Chim. Phys. Phys.-Chim. Biol.,1964,61, 1231-1233,,
328.475395,98.8985,4.944925,Liquid-Gas,Experimental,NIST,Authors: Owen, K.;Quayle, O. R.;Clegg, W. J. Title: A Study or Organic Parachors VI. Constitutive Variations of the Parachors of A Series of Normal Ketones Citation: J. Am. Chem. Soc.,1942,64, 1294-6,,,,
328.475395,99.992,1.449884,Liquid-Gas,Experimental - Rejected,NIST,Authors: Teitel'baum, B. Ya.;Ganelina, S. G.;Gortalova, T. A. Title: Polythermal investigation of surface tension of aqueous solutions of acetone, methyl ethyl ketone, pyridine, and cloral Citation: Zh. Fiz. Khim.,1951,25, 1043-1049,
328.5,99.99,2.52,Liquid-Gas,Experimental - Rejected,NIST,Authors: Jiang, H.;Li, H.;Wang, C.;Tan, T.;Han, S.-J. Title: (Vapour + liquid) equilibria for (2,2-dimethoxypropane + methanol) and (2,2-dimethoxypropane + acetone) Citation: J. Chem. Thermodyn.,2003,35, 1567-1572
328.505386,101.325,0.506625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Findlay, A. Title: The viscosoty of binary mixtures at their boiling points. Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1909,69,203,,,,,
328.52538,97.112,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Pettit Citation: J. Phys. Chem.,1898,3,349,,,,,,,
328.5503725,101.325,5.06625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Albright, P. S. Title: Exper. Tests of Recent Theories Descriptive of the Salting-out Effect Citation: J. Am. Chem. Soc.,1937,59,2098,,,,,,
328.62535,101.325,5.06625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wender, I.;Levine, R.;Orchin, M. Title: Chemistry of the oxo and related reactions: II hydrogenation Citation: J. Am. Chem. Soc.,1950,72,4375,,,,
328.72532,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Kohlraush, K. W. F.;Koppl, F. Citation: Z. Phys. Chem. Abt. B,1934,24,370,,,,,
328.72532,98.3252,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
328.735375,101.32,1.02,Liquid-Gas,Experimental - Rejected,NIST,Authors: Francesconi, R.;Comelli, F.;Canepa, R. Title: Liquid-vapour equilibrium with association of components the acetic acid + acetone and water + pyridine mixtures Citation: Chim. Ind. (Milan, Italy),1974,56,485,,,
328.8,101.3,0.5,Liquid-Gas,Experimental - Rejected,NIST,Authors: Resa, J. M.;Gonzalez, C.;Betolaza, M. A.;Ruiz, A. Title: Behaviour of butyl ether as entrainer for the extractive distillation of the azeotropic mixture propanone+diisopropyl ether. Isobaric VLE data of the azeotropic components with the entrainer Citation: Fluid Phase Equilib.,1999,156, 89-99,,,
328.82529,99.725,0.498625,Liquid-Gas,Experimental,NIST,Authors: Bennewitz, K.;Rossner, W. Title: The molar heat of organic vapors Citation: Z. Phys. Chem. Abt. B,1938,39,126,,,,,
328.82529,96.0585,1.4408775,Liquid-Gas,Experimental - Rejected,NIST,Authors: Paul, T.;Schantz, K. Title: The boiling point as indicator of purity and a new apparatus for its determination without thermometer correction. Citation: Arch. Pharm. (Weinheim),1919,257,87,,,,,
328.82529,98.5919,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Taylor, A. E. Title: Vapour-pressure relations in mixtures of two liquids, II. Citation: J. Phys. Chem.,1900,4,355,,,,,
328.875275,101.325,2.0265,Liquid-Gas,Experimental - Rejected,NIST,Authors: Quinlan, J. E.;Amis, E. S. Citation: J. Am. Chem. Soc.,1955,77,4187,,,,,
328.885272,98.659,0.4439655,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ebersole, M. R. Title: Minimum Boiling-Points and Vapor Composition II. Citation: J. Phys. Chem.,1901,5,239,,,,,,
328.915263,97.0854,0.970854,Liquid-Gas,Experimental - Rejected,NIST,Authors: Thorpe, T. E. Title: On the Relation Between the Molecular Weights of Substances and their Specific Gravities in the Liquid State Citation: J. Chem. Soc.,1880,37,141,,,,,,
328.975245,100.2984,2.50746,Liquid-Gas,Experimental,NIST,Authors: Richards, T. W.;Shipley, J. W. Title: The Compressibility of Certain Typical Hydrocarbons, Alcohols and Ketones Citation: J. Am. Chem. Soc.,1916,38, 989-99,,,,
329,100,0.7,Liquid-Gas,Experimental,NIST,Authors: Orchilles, A. V.;Miguel, P. J.;Gonzalez-Alfaro, V.;Vercher, E.;Martinez-Andreu, A. Title: 1-Ethyl-3-methylimidazolium Dicyanamide as a Very Efficient  Entrainer for the Extractive Distillation of the Acetone + Methanol  System Citation: J. Chem. Eng. Data,2012,57, 394-399,,
329.02523,100.6584,2.51646,Liquid-Gas,Experimental,NIST,Authors: Tutwiler, F. B.;McKee, R. L. Citation: J. Am. Chem. Soc.,1954,76,6342,,,,,
329.075215,101.325,10.1325,Liquid-Gas,Experimental,NIST,Authors: Serebryakov, B. R.;Konoval'chukov, A. G. Title: Liquid-vapour equilibrium in the system acetone + acrylonitrile. Citation: Russ. J. Phys. Chem.,1966,40, 746-7,,,,,
329.075215,99.5785,0.4533,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mathews, J. H. Title: The Accurate Measurement of Heats of Vaporization of Liquids Citation: J. Am. Chem. Soc.,1926,48, 562-576,,,,,,
329.105206,100.4451,1.5066765,Liquid-Gas,Experimental,NIST,Authors: Tonomura, T. Title: Measurements of Some Physical Constants of Organic Compounds at Low Temperature Citation: Sci. Rep. Tohoku Imp. Univ., Ser. 1,1933,22, 104-30,,,,,
329.1252,101.325,2.0265,Liquid-Gas,Experimental,NIST,Authors: Mathews, J. H. Title: The Accurate Measurement of Heats of Vaporization of Liquids Citation: J. Am. Chem. Soc.,1926,48, 562-576,,,,,,
329.1252,100.2851,5.014255,Liquid-Gas,Experimental,NIST,Authors: Schiff, R. Citation: Justus Liebigs Ann. Chem.,1883,220,71,,,,,,
329.1252,97.4586,4.87293,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Fuchs, G.;Gernhardt, V. Title: Determination of molecular weights: III determination of constants by the boiling point method Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1895,18,473,,,
329.1252,99.9915,0.24997875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Swietoslawski, W.;Kreglewski, A. Title: Critical State of Negative Azeotropes II. System Acetone-Chloroform Citation: Bull. Acad. Pol. Sci.,1954,2,187,,,,,
329.185182,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Drobig, V. J.;Lindenau," E. Title: A new approach to determine the isothermal liquid vapor equilibrium Citation: Wiss. Z. Tech. Hochsch. Chem. ""Carl Schorlemmer"" Leuna-Me- rseburg",1966, 8(2-3), 144-7,,,,,
329.195179,101.35966,0.107991,Liquid-Gas,Experimental,NIST,Authors: Brown, I.;Smith, F. Title: Liquid-vapor equilibria VIII. the systems acetone+benzene and acetone+ carbon tetrachloride at 45 deg C. Citation: Aust. J. Chem.,1957,10,423,,,,,
329.195237,101.325,0.506625,Liquid-Gas,Experimental,NIST,Authors: Kraus, J.;Linek, J. Title: Liquid-vapor equilibrium. XLVIII. The systems acetone-benzene, acetone-toluene, benzene-methyl ethyl ketone, methyl ethyl ketone-toluene and methyl ethyl ketone-ethylbenzene Citation: Collect. Czech. Chem. Commun.,1971,36,2547,,
329.215231,101.325,0.054,Liquid-Gas,Experimental,NIST,Authors: Ochi, K.;Lu, B. C. -Y. Citation: Fluid Phase Equilib.,1977,1,185,,,,,
329.22517,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Barr, G.;Bircumshaw, L. L. Citation: Aeron. Res. Comm. Rep. Mem. No. 746,1921,,,,,,,
329.22517,76399,381.995,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mobius, H.-H. Title: Mixing Enthalpy and Miscibility of Acetone, Benzene, and Water Citation: J. Prakt. Chem.,1955,2, 95-104,,,,
329.235225,101.325,0.20265,Liquid-Gas,Experimental,NIST,Authors: Boublik, T.;Aim, K. Title: Heats of Vaporization of Simple Non-spherical Molecule Compounds Citation: Collect. Czech. Chem. Commun.,1972,37,3513,,,,,
329.235225,101.325,1.01831625,Liquid-Gas,Experimental,NIST,Authors: Chandak, B. S.;Nageshwar, G. D.;Mene, P. S. Title: Excess gibbs free energy, enthalpy, and volume and viscosity of acetone-methyl cellosolve mixtures Citation: J. Chem. Eng. Data,1979,24,267,,
329.235225,98.659,0.98659,Liquid-Gas,Experimental - Rejected,NIST,Authors: Rath, P.;Sengupta, S.;Naik, S. C. Title: Vapor-liquid equilibria of the system acetone-methanol saturated with salts Citation: Indian Chem. Eng.,1984,26, 31-34,,,,
329.245222,101.32,0,Liquid-Gas,Experimental,NIST,Authors: Muehlenbruch, M.;Figurski, G. Citation: Z. Phys. Chem. (Leipzig),1980,261,376,,,,,
329.2561607,101.325,1.016,Liquid-Gas,Experimental,NIST,Authors: Swietoslawski, W. Citation: Bull. Soc. Chim. Fr.,1931,49,1563,,,,,,
329.2561607,101.325,0,Liquid-Gas,Experimental,NIST,Authors: Zmaczynski, A. L. Title: Comparative ebullioscopic and tonometric study of 8 common organic substances Citation: J. Chim. Phys. Phys.-Chim. Biol.,1930,27,503,,,,,,
329.275155,101.325,2.533125,Liquid-Gas,Experimental,NIST,Authors: Lecat, M. Citation: Tables Azeotropiques,1949, 10th ed., Vol. 1, : Brussels, Belgium,,,,
329.275155,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: McNeight, S. A.;Smyth, C. P. Title: Non-Rotation of Molecules in a Number of Solids Citation: J. Am. Chem. Soc.,1936,58,1718,,,,,
329.275155,99.7918,0.7484385,Liquid-Gas,Experimental - Rejected,NIST,Authors: Howard, K. S.;McAllister, R. A. Title: The Viscosity of Acetone-Water Solutions Up to Their Normal Boiling Points Citation: AIChE J.,1958,4, 362-366,,,,,
329.28,101.325,1.01325,Liquid-Gas,Experimental,NIST,Authors: Yoshikawa, H.;Kato, M. Title: Vapor-liquid equilibria for three binary systems made of methyl ethyl ketone with acetone, methyl acetate, or N-amyl alcohol Citation: J. Chem. Eng. Data,1991,36,57,,,
329.28521,101.325,0.101325,Liquid-Gas,Experimental,NIST,Authors: Hudson, J. W.;Van Winkle, M. Title: Multicomponent vapor-liquid equilibriums in systems of mixed positive and negative deviations Citation: J. Chem. Eng. Data,1969,14, 310-318,,,,,
329.3,101.325,0.506625,Liquid-Gas,Experimental,NIST,Authors: Nagata, I.;Tamura, K. Title: Vapor-Liquid Equilibria for Methanol + Acetone + Acetonitrile + Benzene at 328.15 K Citation: J. Chem. Eng. Data,1996,41, 1135-1137,,,,,
329.305146,101.325,2.5837875,Liquid-Gas,Experimental,NIST,Authors: Stutchbury, J. E. Title: Compressions of Organic Liquids and Their Mixtures with Water Citation: Aust. J. Chem.,1956,9, 536-540,,,,,,
329.32514,101.325,2.533125,Liquid-Gas,Experimental,NIST,Authors: Dreisbach, R. R.;Martin, R. A. Title: Physical Data on Some Organic Compounds Citation: Ind. Eng. Chem.,1949,41, 2875-2878,,,,,
329.32514,101.325,2.533125,Liquid-Gas,Experimental,NIST,Authors: Hellwig, L. R.;Van Winkle, M. Title: Vapour-liquid equilibria for ethyl alcohol binary systems. Citation: Ind. Eng. Chem.,1953,45,624,,,,,
329.32514,101.32,0,Liquid-Gas,Experimental,NIST,Authors: Rosanoff, M. A.;Easley, C. W. Title: On the partial vapor pressures of binary mixtures Citation: J. Am. Chem. Soc.,1909,31, 953-87,,,,,
329.32514,101.325,5.06625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Doolittle, A. K. Citation: The Technology of Solvents and Plasticizers,1954, Wiley-Interscience: New York,,,,,,,
329.32514,100.1355,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kranich, W. L.;Wagner, R. E.;Sundstrom, D. W.;Slotnick, H. Title: Continuous sampling system for determining vapor-liquid equilibrium Citation: Ind. Eng. Chem.,1956,48, 956-60,,,
329.32514,97.8586,4.89293,Liquid-Gas,Experimental - Rejected,NIST,Authors: Oae, S.;Vanderwerf, C. A. Title: Relative Reactivities of Organic Halides in Displacement Reactions I. Allylic Chlorides Citation: J. Am. Chem. Soc.,1953,75,2724,,,,,
329.335137,101,10.1505,Liquid-Gas,Experimental,NIST,Authors: Marinichev, A. N.;Susarev, M. P. Title: Investigations of phase equilibria in the system acetone + methanol + cyclohexane Citation: Zh. Prikl. Khim. (Leningrad),1965,38,1054,,,,,
329.34,101.325,10.1325,Liquid-Gas,Experimental,NIST,Authors: Li, H.;Teng, Y.;Han, S. Title: Bubble point pressure measurement for isothermal quaternary system and prediction of vapor-liquid equilibrium Citation: Chin. J. Chem. Eng.,1995,3, 6;51,,,,
329.35,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Tikhonov, M. B.;Toikka, A. M. Title: Isothermal liquid-liquid, liquid-vapor, and liquid-liquid-vapor equilibria in the Freon 113-acetone-water system Citation: Zh. Prikl. Khim. (S.-Peterburg),1996,69, 210-214,,,
329.375125,101.325,1.0706053,Liquid-Gas,Experimental,NIST,Authors: Kudryavtseva, L. S.;Susarev, M. P. Title: Liquid-vapor equilibrium in chloroform-hexane and acetone-chloroform systems. Citation: Zh. Prikl. Khim. (Leningrad),1963,36, 1231-1237,,,,,
329.375125,101.325,0.11999,Liquid-Gas,Experimental,NIST,Authors: Kudryavtseva, L. S.;Susarev, M. P. Title: Liquid-vapor equilibrium in the systems acetone-hexane and hexane-ethyl alcohol at 35,45, and 55 deg. and 760 mm of Hg. Citation: Zh. Prikl. Khim. (Leningrad),1963,36,1471,,,
329.375125,102.26,0.5113,Liquid-Gas,Experimental,NIST,Authors: Reinders, W.;De Minjer, C. H. Title: Vapour-liquid equilibria in ternary systems: vi the system water + acetone + chloroform Citation: Recl. Trav. Chim. Pays-Bas,1947,66, 573-604,,,,,
329.38518,101.33,0,Liquid-Gas,Experimental,NIST,Authors: de Alfonso, C.;Canovas, A. A. Citation: An. Quim., A,1986,82,331,,,,
329.42511,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Zander, A. Title: The Specific Volume of Some Allyl-, Propyl-, and OTher COmpounds Citation: Justus Liebigs Ann. Chem.,1882,214, 138-93,,,,
329.455159,101.325,0.0506625,Liquid-Gas,Experimental,NIST,Authors: Gil'burd, M. M.;Politanskaya, T. I.;Yurkevich, B. P. Citation: Zh. Prikl. Khim. (Leningrad),1981,54,1148,,,,
329.4600995,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Willard, H. H.;Smith, G. F. Title: The Perchalorates of the Alkali and A;kaline Earth Metals and Ammonium. Their Solubility in Water and Other Solvents Citation: J. Am. Chem. Soc.,1923,45,286,,,,,
329.495089,101,0.505,Liquid-Gas,Experimental - Rejected,NIST,Authors: Quitzsch, K.;Hofmann, H.-P.;Pfestorf, R.;Geiseler, G. Title: Thermodynamics of binary liquid mixtures with homologous formamides: V acetone + formamide and methanol + formamide systems Citation: Z. Phys. Chem. (Leipzig),1967,235, 99-109,,,
329.52508,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Guttman, L. F. Title: The determination of melting points at low temperatures: II. Citation: J. Am. Chem. Soc.,1907,29, 345-9,,,,,,
329.52508,101.325,0.506625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Brunjes, A. S.;Furnas, C. C. Title: Vapor-Liquid Equilibrium Data for Commercially Important Sysems of Organic Solvents acetone Citation: Ind. Eng. Chem.,1935,27,396,,,,,
329.52508,99.1918,2.479795,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kobe, K. A.;Crawford, H. R.;Stephenson, R. W. Title: Critical Properties and Vapor Pressures of Some Ketones Citation: Ind. Eng. Chem.,1955,47, 1767-72,,,,
329.535135,101,0.505,Liquid-Gas,Experimental - Rejected,NIST,Authors: Iino, M.;Nakae, A.;Sudoh, J.;Hirose, Y.;Hirata, M. Citation: J. Chem. Eng. Jpn.,1971,4,33,,
329.535135,101.325,0.5572875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Ramakrishnan, K.;Sabarethinam, P. L. Citation: Chem. Ind. Dev.,1977,11,19,,,,,
329.575065,98.6585,2.4664625,Liquid-Gas,Experimental - Rejected,NIST,Authors: Carswell, H. E.;Adkins, H. Title: The Relation of the Structure of Ketones to their Reactivity and Affinity in Acetal Formation Citation: J. Am. Chem. Soc.,1928,50,235,,,,,
329.575065,88.9927,4.449635,Liquid-Gas,Experimental - Rejected,NIST,Authors: Eisenlohr, F. Citation: Z. Phys. Chem. (Leipzig),1910,75,585,,,,,,
329.62505,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Griswold, J.;Buford, C. B. Title: Separation of synthesis mixtures vapor-liquid equilibria of acetone - methanol - water Citation: Ind. Eng. Chem.,1949,41,2347,,,,,
329.62505,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Platt, J. R.;Rusoff, I. I.;Klevens, H. B. Citation: J. Chem. Phys.,1943,11,535,,,,
329.62505,101.325,5.06625,Liquid-Gas,Experimental,NIST,Authors: Worley, R. P. Title: XXX. The Surface Tension of Mixtures. Part II. Mixtures of Perfectly Miscible Liquids and the Relation between Their Surface Tensions and Vapor Pressures Citation: J. Chem. Soc.,1914,105,273,,,,,,
329.62505,101.325,1.519875,Liquid-Gas,Experimental - Rejected,NIST,Authors: Earp, D. P.;Glasstone, S. Title: Dielectric polarisation and molecular-compound formation in solution Citation: J. Chem. Soc.,1935, ,1709,,,,,
329.62505,101.325,2.533125,Liquid-Gas,Experimental - Rejected,NIST,Authors: Holub, R.;Bigelow, L. A. Citation: J. Am. Chem. Soc.,1950,72,4879,,,,,
329.62505,100.6435,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Kranich, W. L.;Wagner, R. E.;Sundstrom, D. W.;Slotnick, H. Title: Continuous sampling system for determining vapor-liquid equilibrium Citation: Ind. Eng. Chem.,1956,48, 956-60,,,
