Temperature ( K ),vapor pressure ( kPa ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,,,,,
383.747,101.325,0.014,Liquid-Gas,Experimental,NIST,Authors: Chirico, R. D.;Steele, W. V. Title: Reconciliation of Calorimetrically and Spectroscopically Derived Methyl Benzene. The Importance of the Third Virial Coefficient Citation: Ind. Eng. Chem. Res.,1994,33, 157-67,,,,,,,,,
383.747245,101.325,0.506625,Liquid-Gas,Experimental,NIST,Authors: Kraus, J.;Linek, J. Title: Liquid-vapor equilibrium. XLVIII. The systems acetone-benzene, acetone-toluene, benzene-methyl ethyl ketone, methyl ethyl ketone-toluene and methyl ethyl ketone-ethylbenzene Citation: Collect. Czech. Chem. Commun.,1971,36,2547,,,,,,
383.7520626,101.325,0.506625,Liquid-Gas,Experimental,NIST,Authors: Willingham, C. B. Citation: Am. Pet. Inst. Res. Proj. 6,1943, Natl. Bur. Stand., June,,,,,,,,,,
383.756063,101.325,0.506625,Liquid-Gas,Experimental,NIST,Authors: Carr, A. D.;Kropholler, H. W. Title: Vapor Liquid Equilibria at Atmospheric Pressure. Binary Systems of Ethyl Acetate-Benzene, Ethyl Acetate-Toluene, and Ethyl Acetate-p-Xyle Citation: J. Chem. Eng. Data,1962,7,26,,,,,,,
383.77,101.325,0.5572875,Liquid-Gas,Experimental,NIST,Authors: Diaz, C.;Dominguez, A.;Tojo, J. Title: Phase Equilibria of the Binary Systems 1-Hexene with o-Xylene, m-Xylene, p-Xylene, Toluene, and Ethylbenzene at 101.3 kPa Citation: J. Chem. Eng. Data,2002,47, 867-871,,,,
383.77,101.325,1.01325,Liquid-Gas,Experimental,NIST,Authors: Yoshikawa, H.;Kato, M. Title: Vapor-liquid equilibria and liquid density behavior for hexane-cyclohexane, cyclohexane-methylcyclohexane and cyclohexane-toluene systems Citation: Kagaku Kogaku Ronbunshu,1992,18, 723-8,,,,,,,,
383.776065,101.325,1.01325,Liquid-Gas,Experimental,NIST,Authors: Anonymous, R. Citation: Am. Pet. Inst. Hydrocarbon Res. Proj.,1941, Third Annu. Rep., Ohio State Univ.,01/08/31,,,,,,,,,
383.776065,101.325,2.533125,Liquid-Gas,Experimental,NIST,Authors: Delzenne, A. O. Title: Vapor-Liquid Equil. for the Cyclohexane_toluene System at One Atm. Citation: Bull. Soc. Chim. Fr.,1961, ,295,,,,,,,,,,
383.796067,101.325,0.2533125,Liquid-Gas,Experimental,NIST,Authors: Findlay, T. J. V. Title: The heat of mixing for binary mixtures of pyridine with hydrocarbons Citation: Aust. J. Chem.,1961,14,646,,,,,,,,,,
383.82223,101.325,0.101325,Liquid-Gas,Experimental,NIST,Authors: Wisniak, J.;Tamir, A. Title: Thermodynamic Properties of the Systems Methylcyclohexane-Toluene, n-Heptane-Toluene, and Methylcyclohexane-Toluene-n-Heptane Citation: J. Chem. Eng. Data,1977,22,391,,,,,,,
383.82607,101.325,1.2665625,Liquid-Gas,Experimental,NIST,Authors: Lecat, M. Title: Azeotropes of Ethyl Urethane and other Azeotropes Citation: C. R. Hebd. Seances Acad. Sci.,1943,217,273,,,,,,,,,,
383.82607,101.325,1.01325,Liquid-Gas,Experimental,NIST,Authors: Timmermans, J.;Van der Horst, H;Onnes, H. K. Title: Freezing points of pure organic liquids as thermometric reference points at low temperatures Citation: Arch. Neerl. Sci. Exactes Nat.,1923,6,180,,,,,,,,
383.85,101.325,10.1325,Liquid-Gas,Experimental,NIST,Authors: Cherkasov, D. G.;Il'in, K. K. Title: Liquid-Liquid Equilibrium and Critical Phenomena in the Ternary System Water + 2-Methoxyethanol + Toluene in the Temperature Range 283 K to 383 K Citation: J. Chem. Eng. Data,2002,2002, 1303-6,,,,,,,,,
383.92608,101.325,1.01325,Liquid-Gas,Experimental,NIST,Authors: Smittenberg, J.;Hoog, H.;Henkes, R. A. Title: Freezing Points of A Number of Pure Hydrocarbons of the Gasoline Boiling Range and of Some of their Binary Mixtures Citation: J. Am. Chem. Soc.,1938,60,17,,,,,,,,
383.92608,101.325,0.4,Liquid-Gas,Experimental,NIST,Authors: Weber, J. H. Title: Vapor-Liquid Equilibria for System Methylcyclohexane-Toluene at subatmospheric Pressures Citation: Ind. Eng. Chem.,1955,47,454,,,,,,,,,,
384.6711545,103.99811,0.429298,Liquid-Gas,Experimental,NIST,Authors: Forziati, A. F.;Norris, W. R.;Rossini, F. D. Title: Vapor Pressures and Boiling Points of Sixty API-NBS Hydrocarbons Citation: J. Res. Natl. Bur. Stand. (U. S.),1949,43,555,,,,,,,,
384.72616,101.325,10.1325,Liquid-Gas,Experimental,NIST,Authors: Benson, S. W.;Buss, J. H. Title: The Thermodynamics of Bromination of Toluene and the Heat of Formation of the Benzyl Radical Citation: J. Phys. Chem.,1957,61,104,,,,,,,,,
388.5,115.75,0.33,Liquid-Gas,Experimental,NIST,Authors: Martinez-Soria, V.;Pena, M. P.;Monton, J. B. Title: Vapor-Liquid Equilibria for the Binary Systems tert-Butyl Alcohol + Toluene, + Isooctane, and + Methylcyclohexane at 101.3 kPa Citation: J. Chem. Eng. Data,1999,44, 148-151,,,,,,
390.0346908,120.8034,0,Liquid-Gas,Experimental,NIST,Authors: Zmaczynski, A. L. Title: Comparative ebullioscopic and tonometric study of 8 common organic substances Citation: J. Chim. Phys. Phys.-Chim. Biol.,1930,27,503,,,,,,,,,,
393.12037,131.9,0.2,Liquid-Gas,Experimental,NIST,Authors: Muthu, O.;Maher, P. J.;Smith, B. D. Title: Vapor-Liquifd Equilibrium for the Binary Systems Propionitrile + Ethylbenzene and Acetonitrile + Ethyl Acetate, + Ethyl ALcohol and + Toluene Citation: J. Chem. Eng. Data,1980,25, 163-70,,,,,,,
409.2132164,198.544,0.1988,Liquid-Gas,Experimental,NIST,Authors: Zmaczynski, A. L. Title: Ebullioscopic Research and Pressure Comparisons of 8 Standard Organic Substances Citation: J. Chim. Phys. Phys.-Chim. Biol.,1930,27,401,,,,,,,,,,
409.25,197.9,4.1,Liquid-Gas,Experimental,NIST,Authors: Lee, C. H.;Holder, G. D. Title: Vapor-liquid equilibria in the systems toluene/naphthalene and cyclohexane/ naphthalene Citation: J. Chem. Eng. Data,1993,38, 320-323,,,,,,,,,
413.132,217.85,1.01,Liquid-Gas,Experimental,NIST,Authors: Rozhnov, M. S. Title: Phase and Volume Relationships in the Butadiene plus Hydrocarbon Systems Citation: Khim. Prom-st. (Moscow),1967,43,48,,,,,,,,,,
413.62,221.98,2.82,Liquid-Gas,Experimental,NIST,Authors: Nienhaus, B.;Limbeck, U.;Bolts, R.;deHaan, A. B.;Niemann, S.H.;Gmehling, J. Title: Vapor-Liquid Equilibria at 413.65 K and Excess Enthalpies at 323.15,363.15, and 413.15 K for Mixtures of Benzene, Toluene, Phenol, and Benzaldehyde Citation: J. Chem. Eng. Data,1998,43, 941-948
418.095374,245.13,2.45,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D. Title: Vapor Pressures of Some Aromatic Hydrocarbons Citation: J. Chem. Thermodyn.,1987,19,1007,,,,,,,,,,
423.11437,276,10.4,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Thermal properties of benzene and toluene at the saturation Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1977,7, 64-68,,,,,,,,
443.041692001,422.42,4.23,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D. Title: Vapor Pressures of Some Aromatic Hydrocarbons Citation: J. Chem. Thermodyn.,1987,19,1007,,,,,,,,,,
443.111684987,424.2,4.3,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Saturated vapor pressure of toluene. Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1969,12,44,,,,,,,,
450.111,485.4,1.1,Liquid-Gas,Experimental,NIST,Authors: Klara, S. M.;Mohamed, R. S.;Dempsey, D. M.;Holder, G. D. Title: Vapor-Liquid Equilibria for the Binary Systems of Benzene/Toluene, Diphenylmethane/Toluene, m-Cresol/1,2,3,4-Tetrahydronaphthalene and Quinoline/Benzene Citation: J. Chem. Eng. Data,1987,32,143,,
478.220000096,819.76,8.2,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D. Title: Vapor Pressures of Some Aromatic Hydrocarbons Citation: J. Chem. Thermodyn.,1987,19,1007,,,,,,,,,,
483.109998048,891.8,9,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Saturated vapor pressure of toluene. Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1969,12,44,,,,,,,,
493.11,1053.1,14.6,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Thermal properties of benzene and toluene at the saturation Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1977,7, 64-68,,,,,,,,
496.13,1101.9,23,Liquid-Gas,Experimental,NIST,Authors: Lee, C. H.;Holder, G. D. Title: Vapor-liquid equilibria in the systems toluene/naphthalene and cyclohexane/ naphthalene Citation: J. Chem. Eng. Data,1993,38, 320-323,,,,,,,,,
498.3,1140,130,Liquid-Gas,Experimental,NIST,Authors: Saajanlehto, M.;Uusi-Kyyny, P.;Haimi, P.;Pakkanen, M.;Alopaeus, V. Title: A novel continuous flow apparatus with a video camera system for high pressure phase equilibrium measurements Citation: Fluid Phase Equilib.,2013,356, 291-300,,,,,,
523.109710304,1671.6,16.8,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Saturated vapor pressure of toluene. Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1969,12,44,,,,,,,,
523.200026435,1673,16.7,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D. Title: Vapor Pressures of Some Aromatic Hydrocarbons Citation: J. Chem. Thermodyn.,1987,19,1007,,,,,,,,,,
540.02674,2122.2,0.8183,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Broderick, B. E.;Townsend, R. Title: The Vapour Pressures above the Normal Boiling Point and the Critical Pressures of Some Aromatic Hydrocarbons Citation: J. Chem. Soc. A,1967, , 633-41,,,,,,,,
543.761,2237,0,Liquid-Gas,Experimental,NIST,Authors: Watanabe, N.;Yokoyama, C.;Takahashi, S. Title: PVT Relationship of Gaseous Toluene at Temperatures from 500 K to 600 K Citation: Kagaku Kogaku Ronbunshu,1988,14,525,,,,,,,,
553.111,2533.6,27.3,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Thermal properties of benzene and toluene at the saturation Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1977,7, 64-68,,,,,,,,
563.067999956,2884,29,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Saturated vapor pressure of toluene. Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1969,12,44,,,,,,,,
573.2,3250,250,Liquid-Gas,Experimental,NIST,Authors: Saajanlehto, M.;Uusi-Kyyny, P.;Haimi, P.;Pakkanen, M.;Alopaeus, V. Title: A novel continuous flow apparatus with a video camera system for high pressure phase equilibrium measurements Citation: Fluid Phase Equilib.,2013,356, 291-300,,,,,,
574.827748194,3334.8,33.4,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D. Title: Vapor Pressures of Some Aromatic Hydrocarbons Citation: J. Chem. Thermodyn.,1987,19,1007,,,,,,,,,,
589.164220391,4020,81,Liquid-Gas,Experimental,NIST,Authors: VonNiederhausern, D. M.;Wilson, G. M.;Giles, N. F. Title: Critical point and vapor pressure measurements at high temperatures by means of a new apparatus with ultralow residence times Citation: J. Chem. Eng. Data,2000,45, 157-160,,,,,,,,
589.68693959,4092.7,41,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Saturated vapor pressure of toluene. Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1969,12,44,,,,,,,,
590.475551971,4070,83,Liquid-Gas,Experimental,NIST,Authors: VonNiederhausern, D. M.;Wilson, G. M.;Giles, N. F. Title: Critical point and vapor pressure measurements at high temperatures by means of a new apparatus with ultralow residence times Citation: J. Chem. Eng. Data,2000,45, 157-160,,,,,,,,
590.778438963,4070,89,Liquid-Gas,Experimental,NIST,Authors: VonNiederhausern, D. M.;Wilson, G. M.;Giles, N. F. Title: Critical point and vapor pressure measurements at high temperatures by means of a new apparatus with ultralow residence times Citation: J. Chem. Eng. Data,2000,45, 157-160,,,,,,,,
591.081436272,4100,85,Liquid-Gas,Experimental,NIST,Authors: VonNiederhausern, D. M.;Wilson, G. M.;Giles, N. F. Title: Critical point and vapor pressure measurements at high temperatures by means of a new apparatus with ultralow residence times Citation: J. Chem. Eng. Data,2000,45, 157-160,,,,,,,,
591.485611599,4140,83,Liquid-Gas,Experimental,NIST,Authors: VonNiederhausern, D. M.;Wilson, G. M.;Giles, N. F. Title: Critical point and vapor pressure measurements at high temperatures by means of a new apparatus with ultralow residence times Citation: J. Chem. Eng. Data,2000,45, 157-160,,,,,,,,
591.686584973,4097.2,41,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D. Title: Vapor Pressures of Some Aromatic Hydrocarbons Citation: J. Chem. Thermodyn.,1987,19,1007,,,,,,,,,,
591.890001,4235.8,140,Liquid-Gas,Experimental,NIST,Authors: Akhundov, T. S.;Abdullaev, F. G. Title: Saturated vapor pressure of toluene. Citation: Izv. Vyssh. Uchebn. Zaved., Neft Gaz,1969,12,44,,,,,,,,
591.890001,4236.5,120,Liquid-Gas,Experimental,NIST,Authors: Goodwin, R. D. Title: Toluene thermophysical properties from 178 to 800 K at pressures to 1000 Bar Citation: J. Phys. Chem. Ref. Data,1989,18, 1565-636,,,,,,,,,,
591.890001,4118.2223975,27.57891886,Liquid-Gas,Experimental,NIST,Authors: Kay, W. B.;Hissong, D. W. Title: The Critical Properties of Hydrocarbons I. Simple Mixtures Citation: Proc. - Am. Pet. Inst., Div. Refin.,1967,47,653,,,,,,,,
591.890001,4215.12,101.31993,Liquid-Gas,Experimental,NIST,Authors: Krase, N. W.;Goodman, J. B. Title: Vapor Pressure of toluene up to the Critical Temperature Citation: Ind. Eng. Chem.,1930,22,13,,,,,,,,,
591.890001,4107,40,Liquid-Gas,Experimental,NIST,Authors: Teja, A. S.;Rosenthal, D. J. Title: The Critical Pressures and Temperatures of Twelve Substances Using A Low Residence Time Flow Apparatus Citation: AIChE Symp. Ser.,1990,86, 133-7,,,,,,,,,
591.890001,4110,82,Liquid-Gas,Experimental,NIST,Authors: VonNiederhausern, D. M.;Wilson, G. M.;Giles, N. F. Title: Critical point and vapor pressure measurements at high temperatures by means of a new apparatus with ultralow residence times Citation: J. Chem. Eng. Data,2000,45, 157-160,,,,,,,,
