Temperature ( K ),vapor pressure ( kPa ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,,,,,
295,5981,299,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
295,5981,299,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
295.52,6079,25,Liquid-Gas,Experimental,NIST,Authors: Pavlicek, J.;Richter, M. Citation: Fluid Phase Equilib.,1993,90,125,,,,,,,,,
295.63791305,6090,40,Liquid-Gas,Experimental,NIST,Authors: Shariati, A.;Gutkowski, K.;Peters, C. J. Title: Comparison of the Phase Behavior of Some Selected Binary Systems with Ionic Liquids Citation: AIChE J.,2005,51, 1532-1540,,,,,,,,
295.73696,6079.5,0,Liquid-Gas,Experimental,NIST,Authors: Haselden, G. G.;Newitt, D. M.;Shah, S. M. Title: Two-phase Equilibrium in Binary and Ternary Systems. V. Carbon Dioxide -Ethylene Citation: Proc. R. Soc. London, Ser. A,1951,209,1,,,,,,,
297.297446556,6377.65,641.21,Liquid-Gas,Experimental,NIST,Authors: Kendall, B. J.;Sage, B. H. Title: The volumetric behavior of carbon dioxide Citation: Petroleum (London),1951,14, 184-6,,,,,,,,,
298.08602,6413.9,0,Liquid-Gas,Experimental,NIST,Authors: Krichevskii, I. R.;Khazanova, N. E.;Lesnevskaya, L. S.;Sandalova, L. Yu. Title: Liquid-gas equilibrium in the nitrogen + carbon dioxide system under elevated pressures Citation: Khim. Prom-st. (Moscow),1962,38, 169-71,,,,,,,
298.1340008,6432.404,646.4802,Liquid-Gas,Experimental,NIST,Authors: Meyers, C.H.;Van Dusen, M.S. Title: The Vapor Pressure of Liquid and Solid Carbon Dioxide, Citation: Refrig. Eng.,1932,13,180,1926, Bureau of Standards Journal of Research, Volume 10, pp. 381-412,,,,
298.136,6426.03,6.253,Liquid-Gas,Experimental,NIST,Authors: Cook, D. Title: Vapor Pressure and Orthobaric Density of Nitrous Oxide Citation: Trans. Faraday Soc.,1953,49, 716-723,,,,,,,,,,
298.14437,6429.1,1.8,Liquid-Gas,Experimental,NIST,Authors: Ohgaki, K.;Katayama, T. Title: Isothermal vapor-liquid equilibrium data for the ethane-carbon dioxide system at high pressures Citation: Fluid Phase Equilib.,1977,1, 27-32,,,,,,,,,
298.1619896,6435.337,646.74814,Liquid-Gas,Experimental,NIST,Authors: Meyers, C.H.;Van Dusen, M.S. Title: The Vapor Pressure of Liquid and Solid Carbon Dioxide, Citation: Refrig. Eng.,1932,13,180,1926, Bureau of Standards Journal of Research, Volume 10, pp. 381-412,,,,
298.205972,6429.679,0,Liquid-Gas,Experimental,NIST,Authors: Michels, A.;Blaisse, B.;Michels, C. Title: The Isotherms of Carbon Dioxide in the Neighborhood of the Critical Point and Around the Coexistence Line Citation: Proc. R. Soc. London, Ser. A,1937,160, 358-375,,,,,,,
298.43,6460,50,Liquid-Gas,Experimental,NIST,Authors: Xu, N.;Dong, J.;Wang, Y.;Shi, J. Title: Vapor Liquid Equilibria For N2-CH4-CO2 System Near Critical Region Citation: Huagong Xuebao,1992,43, 640-644,,,,,,,
299,6560,328,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
299.103926248,6586,0,Liquid-Gas,Experimental,NIST,Authors: Bierlein, J. A.;Kay, W. B. Title: Phase Equilibrium Properties of System Carbon Dioxide-Hydrogen Sulfide sulfide Citation: Ind. Eng. Chem.,1953,45,618,,,,,,,,,
299.641508556,6722.39,675.69,Liquid-Gas,Experimental,NIST,Authors: Kendall, B. J.;Sage, B. H. Title: The volumetric behavior of carbon dioxide Citation: Petroleum (London),1951,14, 184-6,,,,,,,,,
299.899019,6694,13.8,Liquid-Gas,Experimental,NIST,Authors: Holste, J. C.;Hall, K. R.;Eubank, P. T.;Esper, G.;Watson, M. Q.;Warowny, W.;Bailey, D. M.;Young, J. G.;Bellomy, M. T. Title: Experimental (p, Vm, T) for Pure CO2 Between 220 and 450 K Citation: J. Chem. Thermodyn.,1987,19, 1233-50
299.9010186,6696.2,0,Liquid-Gas,Experimental,NIST,Authors: Esper, G. J. Title: Direct and Indirect p-v-t Measurement of Fluids Citation: Fortschr.-Ber. VDI Z., Reihe,1987, No. 148,,,,,,,,,,
300,6712,336,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
300.138760208,6740,50,Liquid-Gas,Experimental,NIST,Authors: Shariati, A.;Gutkowski, K.;Peters, C. J. Title: Comparison of the Phase Behavior of Some Selected Binary Systems with Ionic Liquids Citation: AIChE J.,2005,51, 1532-1540,,,,,,,,
300.22,6735,27,Liquid-Gas,Experimental,NIST,Authors: Pereira, P. J.;Gomes de Azevedo, E. J. S.;Nunes da Ponte, M. Title: Phase equilibria for {2,3-epoxypropanlo (Glycidol) + carbon dioxide} from T=292 K to T=343 K at pressures up to 27 MPa Citation: J. Chem. Thermodyn.,1997,29, 197-209,,,,,,,
301.15333331,6901,52,Liquid-Gas,Experimental,NIST,Authors: Pereira, P. J.;Goncalves, M.;Coto, B.;Gomes de Azevedo, E.;Nunes da Ponte, M. Title: Phase equilibria of carbon dioxide + dL-a-tocopherol at temperatures from 2 92 K to 333 K and pressures up to 26 MPa Citation: Fluid Phase Equilib.,1993,91, 133-43,,,,,,
301.96776668,7071.263,710.849,Liquid-Gas,Experimental,NIST,Authors: Kendall, B. J.;Sage, B. H. Title: The volumetric behavior of carbon dioxide Citation: Petroleum (London),1951,14, 184-6,,,,,,,,,
302,7026,352,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
302.5,7106,356,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
302.81,7160,89,Liquid-Gas,Experimental,NIST,Authors: Jonasson, A.;Persson, O.;Fredenslund, A. Title: High Pressure Solubility of Carbon Dioxide and Carbon Monoxide in Dimethyl Ether Citation: J. Chem. Eng. Data,1995,40, 296-300,,,,,,,,
303,7188,360,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
303.0390862,7198.1,14.8,Liquid-Gas,Experimental,NIST,Authors: Holste, J. C.;Hall, K. R.;Eubank, P. T.;Esper, G.;Watson, M. Q.;Warowny, W.;Bailey, D. M.;Young, J. G.;Bellomy, M. T. Title: Experimental (p, Vm, T) for Pure CO2 Between 220 and 450 K Citation: J. Chem. Thermodyn.,1987,19, 1233-50
303.1210052,7207.407,724.34309,Liquid-Gas,Experimental,NIST,Authors: Meyers, C.H.;Van Dusen, M.S. Title: The Vapor Pressure of Liquid and Solid Carbon Dioxide, Citation: Refrig. Eng.,1932,13,180,1926, Bureau of Standards Journal of Research, Volume 10, pp. 381-412,,,,
303.124004,7198.13,6.639,Liquid-Gas,Experimental,NIST,Authors: Cook, D. Title: Vapor Pressure and Orthobaric Density of Nitrous Oxide Citation: Trans. Faraday Soc.,1953,49, 716-723,,,,,,,,,,
303.1260032,7209.007,724.47642,Liquid-Gas,Experimental,NIST,Authors: Meyers, C.H.;Van Dusen, M.S. Title: The Vapor Pressure of Liquid and Solid Carbon Dioxide, Citation: Refrig. Eng.,1932,13,180,1926, Bureau of Standards Journal of Research, Volume 10, pp. 381-412,,,,
303.134,7396.73,709.28,Liquid-Gas,Experimental,NIST,Authors: Thilorier Title: Properties of Liquid Carbonic Acid Citation: C. R. Hebd. Seances Acad. Sci.,1835,1,163,,,,,,,,,,,
303.139057632,7230,50,Liquid-Gas,Experimental,NIST,Authors: Shariati, A.;Gutkowski, K.;Peters, C. J. Title: Comparison of the Phase Behavior of Some Selected Binary Systems with Ionic Liquids Citation: AIChE J.,2005,51, 1532-1540,,,,,,,,
303.15,7198,216,Liquid-Gas,Experimental,NIST,Authors: Kang, j. W.;Kim, A. R.;Lim, J. S. Title: High pressure isothermal vapor-liquid equilibria of carbon dioxide+1,1-difluoroethane Citation: Korean J. Chem. Eng.,2010,27, 261-266,,,,,,,
303.15,7273,233,Liquid-Gas,Experimental,NIST,Authors: Wagner, Z. Title: Vapor-liquid equilibrium in the carbon dioxide-ethyl propanoate system at pressures from 2 to 9 MPa and temperatures from 303 to 323 K Citation: Fluid Phase Equilib.,1995,112, 125-9,,,,,,,,,,
303.166809759,7244,30,Liquid-Gas,Experimental,NIST,Authors: Stevens, R. M. M.;Van Roermund, J. C.;Jager, M. D.;De Loos, T. W.;De Swaan Arons, J. Title: High-pressure vapour-liquid equilibria in the systems carbon dioxide + 2-butanol, + 2-butyl acetate, + vinyl acetate and calculations with three EOS methods Citation: Fluid Phase Equilib.,1997,138, 159-178,,,,
303.5428364,7273.11,0,Liquid-Gas,Experimental,NIST,Authors: Michels, A.;Blaisse, B.;Michels, C. Title: The Isotherms of Carbon Dioxide in the Neighborhood of the Critical Point and Around the Coexistence Line Citation: Proc. R. Soc. London, Ser. A,1937,160, 358-375,,,,,,,
303.6,7287,365,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
303.68,7290,29,Liquid-Gas,Experimental,NIST,Authors: Pereira, P. J.;Gomes de Azevedo, E. J. S.;Nunes da Ponte, M. Title: Phase equilibria for {2,3-epoxypropanlo (Glycidol) + carbon dioxide} from T=292 K to T=343 K at pressures up to 27 MPa Citation: J. Chem. Thermodyn.,1997,29, 197-209,,,,,,,
303.9,7337,367,Liquid-Gas,Experimental,NIST,Authors: Duschek, W.;Kleinrahm, R.;Wagner, W. Title: Measurement and correlation of the (pressure, density, temperature) relation of carbon dioxide. II. Saturated-liquid and saturated-vapo densities and the vapor pressure along the entire coexistence c Citation: J. Chem. Thermodyn.,1990,22, 841-64,,,,,,
303.915593234,7344.5,3.4,Liquid-Gas,Experimental,NIST,Authors: Suehiro, Y.;Nakajima, M.;Yamada, K.;Uematsu, M. Title: Critical parameters of {xCO2 + (1 - x)CHF3} for x = (1.0000,0.7496,0.5013, and 0.2522) Citation: J. Chem. Thermodyn.,1996,28, 1153-1164,,,,
303.9326804,7343.129,737.94064,Liquid-Gas,Experimental,NIST,Authors: Meyers, C.H.;Van Dusen, M.S. Title: The Vapor Pressure of Liquid and Solid Carbon Dioxide, Citation: Refrig. Eng.,1932,13,180,1926, Bureau of Standards Journal of Research, Volume 10, pp. 381-412,,,,
303.955470895,7351.5,3.5,Liquid-Gas,Experimental,NIST,Authors: Suehiro, Y.;Nakajima, M.;Yamada, K.;Uematsu, M. Title: Critical parameters of {xCO2 + (1 - x)CHF3} for x = (1.0000,0.7496,0.5013, and 0.2522) Citation: J. Chem. Thermodyn.,1996,28, 1153-1164,,,,
304.025255324,7363.3,3.4,Liquid-Gas,Experimental,NIST,Authors: Suehiro, Y.;Nakajima, M.;Yamada, K.;Uematsu, M. Title: Critical parameters of {xCO2 + (1 - x)CHF3} for x = (1.0000,0.7496,0.5013, and 0.2522) Citation: J. Chem. Thermodyn.,1996,28, 1153-1164,,,,
304.054789691,7367,53,Liquid-Gas,Experimental,NIST,Authors: Pereira, P. J.;Goncalves, M.;Coto, B.;Gomes de Azevedo, E.;Nunes da Ponte, M. Title: Phase equilibria of carbon dioxide + dL-a-tocopherol at temperatures from 2 92 K to 333 K and pressures up to 26 MPa Citation: Fluid Phase Equilib.,1993,91, 133-43,,,,,,
304.075100185,7371.5,3.6,Liquid-Gas,Experimental,NIST,Authors: Suehiro, Y.;Nakajima, M.;Yamada, K.;Uematsu, M. Title: Critical parameters of {xCO2 + (1 - x)CHF3} for x = (1.0000,0.7496,0.5013, and 0.2522) Citation: J. Chem. Thermodyn.,1996,28, 1153-1164,,,,
304.114975374,7378.9,3.5,Liquid-Gas,Experimental,NIST,Authors: Suehiro, Y.;Nakajima, M.;Yamada, K.;Uematsu, M. Title: Critical parameters of {xCO2 + (1 - x)CHF3} for x = (1.0000,0.7496,0.5013, and 0.2522) Citation: J. Chem. Thermodyn.,1996,28, 1153-1164,,,,
304.123604,7374.194,741.14171,Liquid-Gas,Experimental,NIST,Authors: Meyers, C.H.;Van Dusen, M.S. Title: The Vapor Pressure of Liquid and Solid Carbon Dioxide, Citation: Refrig. Eng.,1932,13,180,1926, Bureau of Standards Journal of Research, Volume 10, pp. 381-412,,,,
304.1326004,7377.127,741.40836,Liquid-Gas,Experimental,NIST,Authors: Meyers, C.H.;Van Dusen, M.S. Title: The Vapor Pressure of Liquid and Solid Carbon Dioxide, Citation: Refrig. Eng.,1932,13,180,1926, Bureau of Standards Journal of Research, Volume 10, pp. 381-412,,,,
304.1336,7376.494,741.3243,Liquid-Gas,Experimental,NIST,Authors: Kendall, B. J.;Sage, B. H. Title: The volumetric behavior of carbon dioxide Citation: Petroleum (London),1951,14, 184-6,,,,,,,,,
304.134912734,7382.4,3.5,Liquid-Gas,Experimental,NIST,Authors: Suehiro, Y.;Nakajima, M.;Yamada, K.;Uematsu, M. Title: Critical parameters of {xCO2 + (1 - x)CHF3} for x = (1.0000,0.7496,0.5013, and 0.2522) Citation: J. Chem. Thermodyn.,1996,28, 1153-1164,,,,
304.154849938,7362,0,Liquid-Gas,Experimental,NIST,Authors: Cook, D. Title: The Carbon Dioxide-Nitrous Oxide System in the Critical Region Citation: Proc. R. Soc. London, Ser. A,1953,219,245,,,,,,,,,
304.154849938,7379.8,150.5,Liquid-Gas,Experimental,NIST,Authors: Juntarachat, N.;Valtz, A.;Coquelet, C.;Privat, R.;Jaubert, J.-N. Title: Experimental measurements and correlation of vapor-liquid equilibrium and critical data for the CO2 + R1234yf and CO2 + R1234ze(E) binary mixtures Citation: Int. J. Refrig.,2014,47, 141-152,,,,,,
304.154849938,7386.6,0,Liquid-Gas,Experimental,NIST,Authors: Khazanova, N. E.;Lesnevskaya, L. S.;Zakharova, A. V. Title: Liquid-vapor equilibrium in the system ethane + carbon dioxide. Citation: Khim. Prom-st. (Moscow),1966,42, 364-65,,,,,,,,
304.154849938,7388.67,13,Liquid-Gas,Experimental,NIST,Authors: Kuskova, N. V.;Martynets, V. G.;Matizen, E. V.;Sartakov, A. G. Title: P-V-T-c data of binary CO2-Ne mixture near the critical points of vaporization of carbon dioxide Citation: Zh. Fiz. Khim.,1983,57, 2971-2976,,,,,,,
304.154849938,7404.08,13,Liquid-Gas,Experimental,NIST,Authors: Martynets, V. G.;Matizen, E. V. Title: Determination of the parameters of Migdal's equation of state Citation: Zh. Eksp. Teor. Fiz.,1974,67, 607-214,,,,,,,,,
304.154849938,7384,0,Liquid-Gas,Experimental,NIST,Authors: Morrison, G.;Kincaid, J. M. Title: Critical Point Measurements on Nearly Polydisperse Fluids Citation: AIChE J.,1984,30,257,,,,,,,,,
304.154849938,7360,50,Liquid-Gas,Experimental,NIST,Authors: Zhang, J.;Gao, L.;Zhang, X.;Zong, B.;Jiang, T.;Han, B. Title: Phase Behaviors, Density, and Isothermal Compressibility of Styrene + CO2, Ethylbenzene + CO2, and Ethylbezene + Styrene + CO2 Systems Citation: J. Chem. Eng. Data,2005,50, 1818-1822,
