Temperature ( K ),vapor pressure ( kPa ),Uncertainty,Phase,Quality,Source,Set Label,,,,,,,,,,,,,,
299.93528,9.1939372,0.0474361,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
300.43508,9.4805803,0.048596,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
300.53504,8.9859543,0.0582619,Liquid-Gas,Experimental,NIST,Authors: Schmidt, G. C. Title: Vapor Pressures of Homologous Compounds homologous series of fatty alcohols Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1891,8, 628-46,,,,,,,,,
301.3006079,9.43,0.01,Liquid-Gas,Experimental,NIST,Authors: Ambrose, D.;Sprake, C. H. S. Title: Thermodynamic Properties of Organic Oxygen Compounds XXV. Vapor Pressures and Normal Boiling Temperatures of Aliphatic Alcohols Citation: J. Chem. Thermodyn.,1970,2, 631-45,,,,,,,,,
302.73416,10.7471295,0.0536489,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
303.134,10.51,0.04,Liquid-Gas,Experimental,NIST,Authors: Van Ness, H. C.;Soczek, C. A.;Kochar, N. K. Title: Thermodynamic excess properties for ethanol - n-heptane Citation: J. Chem. Eng. Data,1967,12, 346-51,,,,,,,,
303.134,10.4,0.407,Liquid-Gas,Experimental,NIST,Authors: Vierk, A.-L Title: Experimental Investigation of the Two-Component Systems: Water-Aceto- Nitrole, Water-Dioxane, Ethanol-Acetonitrile and Cyclohexane-Dioxane Citation: Z. Anorg. Chem.,1950,261,283,,,,,,,,
303.134,10.3325,0.17332,Liquid-Gas,Experimental - Rejected,NIST,Authors: Isii, N. Title: The volatility of fuels containing ethyl alcohol. V. total and partial vapor pressure of mixtures of ethyl alcohol and methylcyclohexane Citation: Kogyo Kagaku Zasshi,1935,38, 659-61,,,,,,,,,,
303.134,10.33,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Nagai, Y.;Isii, N. Title: Studies of the Volatility of Fuels Containing Ethyl Alcohol II. Calculation of Starting Tempertures of an Engine when using Ethyl Alcohol-Ethyl Ether Mixtures as its Fuel Citation: Kogyo Kagaku Zasshi,1935,38, 86-91,,,,,,,,,
303.143055,10.463,0.117,Liquid-Gas,Experimental,NIST,Authors: Abbott, M. M.;Van Ness, H. C. Title: Vapor-liquid lequilibrium: part 3. data reduction with precise expressions for gE Citation: AIChE J.,1975,21,62,,,,,,,,,
303.143055,10.133,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Held, S. Citation: Thesis, Technical University Leuna-Merseburg, GDR (1976),,,,,,,,,,,
303.143996,10.4538336,0.013732,Liquid-Gas,Experimental,NIST,Authors: Mishchenko, K. P.;Subbotina, V. V. Title: Vapor Pressure of Ethyl Alcohol at Temperatures from 4 to 46 C Citation: Zh. Prikl. Khim. (Leningrad),1967,40, 1156-9,,,,,,,,,
303.15,10.42,0.38,Liquid-Gas,Experimental,NIST,Authors: Kim, H.;Hyeong, S.;Hong, J. H.;Kim, A. R.;Shin, M. S.;Kim, H. Title: Isothermal (vapor + liquid) equilibria for the binary mixtures of (propylene oxide + ethanol) and (propylene oxide + 1-propanol) at several temperatures Citation: J. Chem. Thermodyn.,2015,86,01/05/26,,,,,
303.15,10.542,0.031,Liquid-Gas,Experimental,NIST,Authors: Nasirzadeh, K.;Zimin, D.;Neueder, R.;Kunz, W. Title: Vapor-Pressure Measurements of Liquid Solutions at Different Temperatures: Apparatus for Use over an Extended Temperature Range and Some New Data Citation: J. Chem. Eng. Data,2004,49, 607-612,,,,,,,
303.543836,10.9591253,0.0213316,Liquid-Gas,Experimental - Rejected,NIST,Authors: Schouteden, F.;Deveux, J. Title: Vapor Pressures of Ethanol and Toluene as a Meas. of Their Purity Citation: Natuurwet. Tijdschr. (Ghent),1936,18,242,,,,,,,,,
303.83372,11.1804271,0.0553954,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
305.47,10.94,1.11,Liquid-Gas,Experimental - Rejected,NIST,Authors: Parker, A.;Babas, R. Title: Thermogravimetric measurement of evaporation: Data analysis based on the Stefan tube Citation: Thermochim. Acta,2014,595, 67-73,,,,,,,,,
305.63,11.08,1.11,Liquid-Gas,Experimental - Rejected,NIST,Authors: Parker, A.;Babas, R. Title: Thermogravimetric measurement of evaporation: Data analysis based on the Stefan tube Citation: Thermochim. Acta,2014,595, 67-73,,,,,,,,,
305.93288,12.679091,0.0613816,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
307.312328,13.17237,0.039597,Liquid-Gas,Experimental,NIST,Authors: Merriman, R. W. Title: The vapor pressures of the lower alcohols and their azeotropic mixtures with water: part I ethyl alcohol Citation: J. Chem. Soc.,1913,103, 628-37,,,,,,,,,,
307.43228,12.9322,0.323305,Liquid-Gas,Experimental - Rejected,NIST,Authors: De Leeuw, H. L. Title: The System Acetaldehyde-Ethyl Alcohol Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1911,77,284,,,,,,,,,
307.48,13.245,0.088,Liquid-Gas,Experimental,NIST,Authors: Figurski, G.;Malanowski, S. K. Title: Vapor-liquid equilibrium studies of the ethanol+ethyl acetate system Citation: Fluid Phase Equilib.,1998,148, 161-169,,,,,,,,,
307.93208,13.973517,0.0665545,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
307.9916,13.599,0,Liquid-Gas,Experimental,NIST,Authors: Rauh, W. Citation: Thesis, Technical University Leuna-Merseburg, GDR (1975),,,,,,,,,,,
308.1200048,13.7362,0.024,Liquid-Gas,Experimental,NIST,Authors: Kretschmer, C. B.;Wiebe, R. Title: Liquid-vapor equilibrium of ethanol - toluene solutions Citation: J. Am. Chem. Soc.,1949,71,1793,,,,,,,,,
308.132222111,13.2040354,0.734846,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
308.141555,13.95,0.11,Liquid-Gas,Experimental - Rejected,NIST,Authors: Triday, J. O. Title: Vapor-liquid equilibria in binary systems formed by thiophene and light alcohols. Citation: J. Chem. Eng. Data,1983,28, 307-10,,,,,,,,,,
308.15,13.823,0.076,Liquid-Gas,Experimental,NIST,Authors: Garriga, R.;Putze, I.;Perez, P.;Gracia, M. Title: Vapor pressures at several temperatures T and excess functions at T = 298.1 5 K of (butanenitrile + ethanol or butan-1-ol) Citation: J. Chem. Thermodyn.,1995,27, 481-91,,,,,,,
308.161988,13.777534,0.0163587,Liquid-Gas,Experimental,NIST,Authors: Mishchenko, K. P.;Subbotina, V. V. Title: Vapor Pressure of Ethyl Alcohol at Temperatures from 4 to 46 C Citation: Zh. Prikl. Khim. (Leningrad),1967,40, 1156-9,,,,,,,,,
308.43188,14.294824,0.0678478,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
308.75,14.2,2,Liquid-Gas,Experimental,NIST,Authors: Zeng, Z.-X.;Chen, J.;Xue, W.-L.;Huang, L.-J. Title: Measurement and Correlation of the Solubility ofAmmonia in Ethanol between 277.35 and 318.25 K Citation: Ind. Eng. Chem. Res.,2011,50, 3592 3597,,,,,,,
308.8,13.33,0.59985,Liquid-Gas,Experimental - Rejected,NIST,Authors: Garcia-Abarrio, S. M.;Haya, L.;Pardo, J. I.;Urieta, J. S.;Mainar, A. M. Title: Isobaric VLE of the mixture {(+-)-linalool + ethanol}: A case study for the distillation of absolute and volatile oils Citation: J. Chem. Thermodyn.,2013,64, 182-186,,,,,,
309.73136,15.27741,0.0717674,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
310.43108,15.994685,0.0746339,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
310.89,16.01,0.08,Liquid-Gas,Experimental,NIST,Authors: Mejia, A.;Segura, H.;Cartes, M. Title: Vapor-Liquid Equilibria and Interfacial Tensions of the System Ethanol + 2-Methoxy-2-methylpropane Citation: J. Chem. Eng. Data,2010,55, 428-434,,,,,,,,
310.9088888,15.23536,0.795463,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
312.6,17.366,0.413,Liquid-Gas,Experimental,NIST,Authors: Diogo, H. P.;Santos, R. C.;Nunes, P. M.;Minas da Piedade, M. E. Title: Ebulliometric apparatus for the measurement of enthalpies of vaporization Citation: Thermochim. Acta,1995,249, 113-20,,,,,,,
312.890096,17.3052,0.173052,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wrewski, M. S. Citation: Z. Phys. Chem. (Leipzig),1912,81,20,,,,,,,,,,
312.890096,17.31,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wrewsky, M. Title: Composition and vapor pressure of binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1913,81, 1-29,,,,,,,,,
312.890096,17.305,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wrewsky, M. Title: Composition and vapor pressure of binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1913,81, 1-29,,,,,,,,,
313.1,23.051438,0.0667,Liquid-Gas,Experimental - Rejected,NIST,Authors: Nagata, I. Title: Isothermal vapor-liquid equilibrium for the methanol-ethanol-acetonitrile-benzene system Citation: Thermochim. Acta,1990,157,95,,,,,,,,,,
313.10501,17.8772,0.1586536,Liquid-Gas,Experimental,NIST,Authors: Scatchard, G.;Raymond, C. L. Title: Vapor-Liquid Equil. II. Chloroform-Methanol Mixtures at 35,45, and 55 5!31 Citation: J. Am. Chem. Soc.,1938,60, 1278-87,,,,,,,
313.13,17.87,0.18,Liquid-Gas,Experimental,NIST,Authors: Udovenko, V. V.;Frid, Ts. B. Title: Boiling temperatures in binary mixtures: III Citation: Zh. Fiz. Khim.,1948,22, 1263-70,,,,,,,,,
313.13,20.8,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Toropov, A. P.;Nikonovich, G. V. Title: An apparatus for the determination of saturated vapor pressures of small amounts of liquid by the dynamic method Citation: Zh. Fiz. Khim.,1955,29, 615-9,,,,,,,,,
313.140055,17.897,0.165,Liquid-Gas,Experimental,NIST,Authors: Oracz, P. Citation: Int. DATA Ser., Sel. Data Mixtures, Ser. A,1986, , 72-101,,,,,,,,
313.140055,18.07,0.11,Liquid-Gas,Experimental - Rejected,NIST,Authors: Triday, J. O. Title: Vapor-liquid equilibria in binary systems formed by thiophene and light alcohols. Citation: J. Chem. Eng. Data,1983,28, 307-10,,,,,,,,,,
313.15,17.9,0.05,Liquid-Gas,Experimental,NIST,Authors: Comelli, F.;Francesconi, R. Title: Isothermal Vapor-Liquid Equilibria Measurements, Excess Molar Enthalpies, and Excess Molar Volumes of Dimethyl Carbonate + Methanol, + Ethanol, and + Propan-1-ol at 313.15 K Citation: J. Chem. Eng. Data,1997,42, 705-9,,,,,
313.15,17.897,0.039,Liquid-Gas,Experimental,NIST,Authors: Zielkiewicz, J.;Oracz, P.;Warycha, S. Title: Total vapor pressure measurements and excess Gibbs energies for the binary systems methanol + ethanol, ethanol + 2-propanol, benzene + cyclohexane, benzene + carbon tetrachloride and benzene + ethano Citation: Fluid Phase Equilib.,1990,58,191,,,,,
313.22997,18.453149,0.0844864,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
313.499947,18.215,0,Liquid-Gas,Experimental,NIST,Authors: Olivares Fuentes, A., Suarez Cansino, J.;Trejo Redriquez, A. Title: The Vapor Pressure of Pure Organic Compounds by Dynamic Ebulliometry, Citation: Rev. Mex. Fis.,1983,30, 63-82,,,,,,
313.499947,18.215,0.04219,Liquid-Gas,Experimental,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: The vapour pressure of pure organic compounds by dynamic ebulliometry. Citation: Rev. Mex. Fis.,1983,30,63,,,,,,,,
313.68566655,10.8340716,0.663732,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
314.92946,19.3451,0.5333,Liquid-Gas,Experimental - Rejected,NIST,Authors: Smyth, C. P.;Engel, E. W. Title: Molecular Orientation and The Partial Vapor Pressures of Binary Mixtures I. Systems Composed of Normal Liquids Citation: J. Am. Chem. Soc.,1929,51, 2646-60,,,,,,,,,
315.05,20,0.41,Liquid-Gas,Experimental - Rejected,NIST,Authors: Veneral, J. G.;Benazzi, T.;Mazutti, M. A.;Voll, F. A. P.;Cardozo-Filho, L.;Corazza, M. L.;Guirardello, R.;Oliveira, J. V. Title: Thermophysical properties of biodiesel and related systems. Part I. Vapour liquid  equilibrium at low pressures of binary and ternary systems involving  methanol, ethanol, glycerol, water and NaCl Citation: J. Chem. Thermodyn.,2013,58, 398-404
315.1294,19.745,0.09231,Liquid-Gas,Experimental,NIST,Authors: Ramsay, W.;Young, S. Title: A method for obtaining constant temperature Citation: J. Chem. Soc.,1885,47,640,,,,,,,,,
315.32934,20.743627,0.0936456,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
315.339395,20.05,0.21,Liquid-Gas,Experimental,NIST,Authors: Ksiazczak, A. Title: SOLID-LIQUID EQUILIBRIUM AND THE STRUCTURE OF SOLUTIONS OF HIGHLY POLAR AROMATIC COMPOUNDS Citation: Fluid Phase Equilib.,1986,28, 57-72,,,,,,,,,,
315.9,20.127,0.436,Liquid-Gas,Experimental - Rejected,NIST,Authors: Diogo, H. P.;Santos, R. C.;Nunes, P. M.;Minas da Piedade, M. E. Title: Ebulliometric apparatus for the measurement of enthalpies of vaporization Citation: Thermochim. Acta,1995,249, 113-20,,,,,,,
315.939215,20.398,2,Liquid-Gas,Experimental,NIST,Authors: Tan, T. C.;Ti, H. C. Title: Isobaric vapour-liquid equilibria of ethanol-toluene-sodium acetate mixtures at various system pressures Citation: Fluid Phase Equilib.,1988,43,91,,,,,,,,,
316.2,20,0.8,Liquid-Gas,Experimental - Rejected,NIST,Authors: Garcia-Abarrio, S. M.;Haya, L.;Pardo, J. I.;Urieta, J. S.;Mainar, A. M. Title: Isobaric VLE of the mixture {(+-)-linalool + ethanol}: A case study for the distillation of absolute and volatile oils Citation: J. Chem. Thermodyn.,2013,64, 182-186,,,,,,
316.21,20,0.95,Liquid-Gas,Experimental - Rejected,NIST,Authors: Gomes, C. S. M.;Oliveira, H. N. M. d.;Chiavone-Filho, O.;Foletto, E. L. Title: Vapor liquid equilibria for ethyl acetate + methanoland ethyl acetate + ethanol mixtures: Experimentalverification and prediction Citation: Chem. Eng. Res. Des.,2014,92, 2861-2866,,,,,,,
316.22907,21.726213,0.0975653,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
316.4620001,20.3183,2.505589,Liquid-Gas,Experimental,NIST,Authors: Ure, A. Title: New Experimental Researches on som of the leading Doctrines of Caloric; particularily on the Relation between the Elasticity, Temperature and latent Heat of different Vapours; and on thermometric Adm Citation: Philos. Mag.,1818,53,38,,,,,,,,,
316.46249995,20.313927,0.94785,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wollaston, W. H. Title: New Experimental Researches on Som of the Leading Doctrines of the Caloric; Particularily on the Relation Between the Elasticity, Temperature and Latent Heat of Different Vapors; and on the Thermo- m Citation: Philos. Trans. R. Soc. London,1818,108,338,,,,,,,,,
316.92886,22.052986,0.0988852,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
318.1,23.198225,0.04,Liquid-Gas,Experimental - Rejected,NIST,Authors: Nagata, I.;Miyazaki, K. Title: Isothermal vapor-liquid equilibrium for the ternary system ethanol + acetonitrile + acetone at 45.degree.C Citation: Thermochim. Acta,1992,206, 285-96,,,,,,,,,
318.1285,23.04757382,0.1190969,Liquid-Gas,Experimental,NIST,Authors: Brown, I.;Smith, F. Title: Liquid-vapour equilibria. IV. the system ethanol+benzene at 45 deg C. Citation: Aust. J. Chem.,1954,7,264,,,,,,,,,
318.15,23.064,0.131,Liquid-Gas,Experimental,NIST,Authors: Gimeno, B.;Torcal, M.;Mainar, A. M.;Urieta, J. S.;Perez, P. Title: Total vapour pressure and excess Gibbs energy of ethanol with 1,8-cineole at temperatures between 278.15 K and 323.15 K Citation: Fluid Phase Equilib.,2011,309, 83-88,,,,,
318.15,23.007,0.048,Liquid-Gas,Experimental,NIST,Authors: Horstman, S.;Gardeler, H.;Bolts, R.;Zudkevitch, D.;Gmehling, J. Title: Vapor-Liquid Equilibria and Excess Enthalpy Data for the Binary Systems 2-Methyltetrahydrofuran with 2,2,4-Trimethylpentane (Isooctane), Ethanol, Toluene, Cyclohexane, and Methylcyclohexane Citation: J. Chem. Eng. Data,1999,44, 959-64
318.68839,20,3,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
318.81,23.82,0.09,Liquid-Gas,Experimental,NIST,Authors: Dai, Y.;Qu, Y.;Wang, S.;Wang, J. Title: Measurement, correlation, and prediction of vapor pressure for binary and ternary systems containing an ionic liquid 1,3-dimethylimidazolium methylsulfate Citation: Fluid Phase Equilib.,2015,385, 219-226,,,,
319.62805,25.272721,0.1118041,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
320.237925,25.331,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Manczinger, J.;Radnai, G.;Tettamanti, K. Title: Vapor-liquid equilibrium of the ethanol - dioxane system a novel apparatus for measuring vapor-liquid equilibriums under pressure Citation: Period. Polytech., Chem. Eng.,1969,13, 189-205,,,,,,,
320.32784,26.555149,0.1168971,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
321,26.41,0.18,Liquid-Gas,Experimental,NIST,Authors: Orchilles, A. V.;Miguel, P. J.;Vercher, E.;Martinez-Andreu, A. Title: Isobaric Vapor-Liquid Equilibria for Ethyl Acetate + Ethanol + 1-Ethyl-3-methylimidazolium Trifluoromethanesulfonate at 100 kPa Citation: J. Chem. Eng. Data,2007,52, 2325-2330,,,,,,,
321.6,26.66,1.0664,Liquid-Gas,Experimental - Rejected,NIST,Authors: Garcia-Abarrio, S. M.;Haya, L.;Pardo, J. I.;Urieta, J. S.;Mainar, A. M. Title: Isobaric VLE of the mixture {(+-)-linalool + ethanol}: A case study for the distillation of absolute and volatile oils Citation: J. Chem. Thermodyn.,2013,64, 182-186,,,,,,
322.72712,29.71369,0.129496,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
322.78716,25,3,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
323.127,29.317589,0.293309,Liquid-Gas,Experimental,NIST,Authors: Regnault, V. Citation: Jahresber. Fort. Chem.,1863,16,70,,,,,,,,,,
323.127,29.5042,5.9195,Liquid-Gas,Experimental,NIST,Authors: Schmidt, G. C. Title: Binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1926,121, 221-53,,,,,,,,,
323.127,29.970868,0.149321,Liquid-Gas,Experimental - Rejected,NIST,Authors: Price, T. W. Title: XX. Osmotic Pressure of Alcoholic Solutions. Part I. Vapour Pressures and Densities Citation: J. Chem. Soc.,1915,107, 188-98,,,,,,,,,,
323.127,31.46,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Toropov, A. P.;Nikonovich, G. V. Title: An apparatus for the determination of saturated vapor pressures of small amounts of liquid by the dynamic method Citation: Zh. Fiz. Khim.,1955,29, 615-9,,,,,,,,,
323.137055,29.476,0.166,Liquid-Gas,Experimental,NIST,Authors: Gonzalez, C.;Van Ness, H. C. Citation: Int. DATA Ser.,1983, Sel. Data Mixtures, Ser. A, 11(2), 87-98,,,,,,,
323.137055,29.481,0.053,Liquid-Gas,Experimental,NIST,Authors: Pemberton, R. C.;Mash, C. J. Title: Thermodynamic properties of aqueous non-electrolyte mixtures: II vapour pressures and excess gibbs energies for water + ethanol at 303.15 to 363.15 k determined by an accurate static method Citation: J. Chem. Thermodyn.,1978,10,867,,,,,,,,,
323.15,29.34,0.4,Liquid-Gas,Experimental,NIST,Authors: Hofman, T.;Sporzynski, A.;Goldon, A. Title: Vapor-liquid equilibria in ethanol + (butyl methyl ether or dipropyl ether) systems at 308.15,323.15, and 338.15 K Citation: J. Chem. Eng. Data,2000,45, 169-172,,,,,,
323.15,29.37,0.14,Liquid-Gas,Experimental,NIST,Authors: Park, S.-J.;Han, K. J.;Gmehling, J. Title: Vapor-Liquid Equilibria and HE for Binary Systems of Dimethyl Ether (DME) with C1-C4 Alkan-1-ols at 323.15 K and Liquid-Liquid Equilibria for Ternary System of DME + Methanol + Water at 313.15 K Citation: J. Chem. Eng. Data,2007,52, 230-234,,,,,,,,
323.176985,30.262844,0.1316958,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
323.6,30,0.66,Liquid-Gas,Experimental,NIST,Authors: Ngema, P. T.;Matkowska, D.;Naidoo, P.;Hofman, T.;Ramjugernath, D. Title: Vapor Liquid Equilibrium Data for Binary Systems of 1-Methyl-4-(1-methylethenyl)-cyclohexene + {Ethanol, Propan-1-ol, Propan-2-ol, Butan-1-ol, Pentan-1-ol, or Hexan-1-ol} at 40 kPa Citation: J. Chem. Eng. Data,2012,57, 2053-2058,
323.736875,29.576,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Olivares Fuentes, A., Suarez Cansino, J.;Trejo Redriquez, A. Title: The Vapor Pressure of Pure Organic Compounds by Dynamic Ebulliometry, Citation: Rev. Mex. Fis.,1983,30, 63-82,,,,,,
323.736875,29.576,0.04355,Liquid-Gas,Experimental - Rejected,NIST,Authors: Olivares, A.;Suarez, J.;Trejo Rodriguez, A. Title: The vapour pressure of pure organic compounds by dynamic ebulliometry. Citation: Rev. Mex. Fis.,1983,30,63,,,,,,,,
324.12,30,1.33,Liquid-Gas,Experimental - Rejected,NIST,Authors: Gomes, C. S. M.;Oliveira, H. N. M. d.;Chiavone-Filho, O.;Foletto, E. L. Title: Vapor liquid equilibria for ethyl acetate + methanoland ethyl acetate + ethanol mixtures: Experimentalverification and prediction Citation: Chem. Eng. Res. Des.,2014,92, 2861-2866,,,,,,,
324.62655,31.330757,0.306641,Liquid-Gas,Experimental - Rejected,NIST,Authors: Beckmann, E.;Liesche, O. Title: Ebullioscopic constants for solvent solutions at various pressures: I benzene, chloroform, and ethanol Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1914,88,23,,,,,,
325.92616,34.33331,0.14799,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
326,33.806,0.431,Liquid-Gas,Experimental,NIST,Authors: Diogo, H. P.;Santos, R. C.;Nunes, P. M.;Minas da Piedade, M. E. Title: Ebulliometric apparatus for the measurement of enthalpies of vaporization Citation: Thermochim. Acta,1995,249, 113-20,,,,,,,
326.14,34.36,0.25,Liquid-Gas,Experimental - Rejected,NIST,Authors: Laakkonen, M.;Pokki, J. -P.;Uusi-Kyyny, P.;Aittamaa, J. Title: Vapour?liquid equilibrium for the 1-butene + methanol, + ethanol, + 2-propanol, + 2-butanol and + 2-methyl-2-propanol systems at 326 K Citation: Fluid Phase Equilib.,2003,206, 237-252,,,,
326.48605,30,3,Liquid-Gas,Experimental - Rejected,NIST,Authors: Mousa, A. H. N. Title: Critical properties, heat of vaporization and vapour pressure of ethanol from 20 kpa to the critical point Citation: J. Chem. Eng. Jpn.,1987,20,635,,,,,,,,,
326.82589,35.974508,0.154654,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
326.88,35.15,0.06,Liquid-Gas,Experimental,NIST,Authors: Pividal, K. A.;Sterner, C.;Sandler, S. I. Title: Vapor-liquid equilibrium from infinite dilution activity coefficients: measurement and prediction of oxygenated fuel additives with alkanes Citation: Fluid Phase Equilib.,1992,72, 227-249,,,,,,,,
327.1258,35.4504,0.1551,Liquid-Gas,Experimental,NIST,Authors: Ramsay, W.;Young, S. Title: A method for obtaining constant temperature Citation: J. Chem. Soc.,1885,47,640,,,,,,,,,
327.935557,36.69,0,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wrewsky, M. Title: Composition and vapor pressure of binary mixtures Citation: Z. Phys. Chem., Stoechiom. Verwandschaftsl.,1913,81, 1-29,,,,,,,,,
328.62535,34.462632,0.148521,Liquid-Gas,Experimental - Rejected,NIST,Authors: Wroblewski, S. Citation: Oesterr. Akad. Wiss., Math.-Naturwiss. Kl., Sitzungsber.,1888,97,1362,,,,,,,,
329.18,39.2,0.11,Liquid-Gas,Experimental,NIST,Authors: Orchilles, A. V.;Miguel, P. J.;Vercher, E.;Martinez-Andreu, A. Title: Using 1-Ethyl-3-methylimidazolium Trifluoromethanesulfonate as an Entrainer for the Extractive Distillation of Ethanol + Water Mixtures Citation: J. Chem. Eng. Data,2010,55, 1669-1674,,,,,,,
